handle,condition,week,feed_average_prop_in_network_posts
smith6511.bsky.social,engagement,5.0,0.5
smith6511.bsky.social,engagement,6.0,0.5
smith6511.bsky.social,engagement,7.0,0.425
smith6511.bsky.social,engagement,8.0,0.473
smithhenry341.bsky.social,engagement,1.0,0.007
smithhenry341.bsky.social,engagement,2.0,0.006
smithhenry341.bsky.social,engagement,3.0,0.032
smithhenry341.bsky.social,engagement,4.0,0.042
smithhenry341.bsky.social,engagement,5.0,0.045
smithhenry341.bsky.social,engagement,6.0,0.024
smithhenry341.bsky.social,engagement,7.0,0.017
smithhenry341.bsky.social,engagement,8.0,0.028
smithjohnson.bsky.social,representative_diversification,1.0,0.0
smithjohnson.bsky.social,representative_diversification,2.0,0.0
smithjohnson.bsky.social,representative_diversification,3.0,0.0
smithjohnson.bsky.social,representative_diversification,4.0,0.0
smithjohnson.bsky.social,representative_diversification,5.0,0.007
smithjohnson.bsky.social,representative_diversification,6.0,0.005
smithjohnson.bsky.social,representative_diversification,7.0,0.012
smithjohnson.bsky.social,representative_diversification,8.0,0.005
smithsrachel8.bsky.social,engagement,1.0,0.0
smithsrachel8.bsky.social,engagement,2.0,0.0
smithsrachel8.bsky.social,engagement,3.0,0.132
smithsrachel8.bsky.social,engagement,4.0,0.332
smithsrachel8.bsky.social,engagement,5.0,0.302
smithsrachel8.bsky.social,engagement,6.0,0.382
smithsrachel8.bsky.social,engagement,7.0,0.306
smithsrachel8.bsky.social,engagement,8.0,0.356
smithyralph.bsky.social,engagement,1.0,0.024
smithyralph.bsky.social,engagement,2.0,0.037
smithyralph.bsky.social,engagement,3.0,0.029
smithyralph.bsky.social,engagement,4.0,0.088
smithyralph.bsky.social,engagement,5.0,0.103
smithyralph.bsky.social,engagement,6.0,0.126
smithyralph.bsky.social,engagement,7.0,0.105
smithyralph.bsky.social,engagement,8.0,0.12
smithyx.bsky.social,representative_diversification,1.0,0.059
smithyx.bsky.social,representative_diversification,2.0,0.0
smithyx.bsky.social,representative_diversification,3.0,0.0
smithyx.bsky.social,representative_diversification,4.0,0.144
smithyx.bsky.social,representative_diversification,5.0,0.219
smithyx.bsky.social,representative_diversification,6.0,0.22
smithyx.bsky.social,representative_diversification,7.0,0.243
smithyx.bsky.social,representative_diversification,8.0,0.241
smitty6.bsky.social,representative_diversification,1.0,0.0
smitty6.bsky.social,representative_diversification,2.0,0.008
smitty6.bsky.social,representative_diversification,3.0,0.042
smitty6.bsky.social,representative_diversification,4.0,0.05
smitty6.bsky.social,representative_diversification,5.0,0.053
smitty6.bsky.social,representative_diversification,6.0,0.085
smitty6.bsky.social,representative_diversification,7.0,0.073
smitty6.bsky.social,representative_diversification,8.0,0.069
smoothdebby.bsky.social,representative_diversification,1.0,0.0
smoothdebby.bsky.social,representative_diversification,2.0,0.0
smoothdebby.bsky.social,representative_diversification,3.0,0.001
smoothdebby.bsky.social,representative_diversification,4.0,0.006
smoothdebby.bsky.social,representative_diversification,5.0,0.0
smoothdebby.bsky.social,representative_diversification,6.0,0.015
smoothdebby.bsky.social,representative_diversification,7.0,0.047
smoothdebby.bsky.social,representative_diversification,8.0,0.008
smuzz.bsky.social,reverse_chronological,1.0,0.0
smuzz.bsky.social,reverse_chronological,2.0,0.0
smuzz.bsky.social,reverse_chronological,3.0,0.035
smuzz.bsky.social,reverse_chronological,4.0,0.215
smuzz.bsky.social,reverse_chronological,5.0,0.195
smuzz.bsky.social,reverse_chronological,6.0,0.214
smuzz.bsky.social,reverse_chronological,7.0,0.27
smuzz.bsky.social,reverse_chronological,8.0,0.219
snacksnackmix.bsky.social,representative_diversification,1.0,
snacksnackmix.bsky.social,representative_diversification,2.0,0.0
snacksnackmix.bsky.social,representative_diversification,3.0,0.0
snacksnackmix.bsky.social,representative_diversification,4.0,0.006
snacksnackmix.bsky.social,representative_diversification,5.0,0.0
snacksnackmix.bsky.social,representative_diversification,6.0,0.0
snacksnackmix.bsky.social,representative_diversification,7.0,0.001
snacksnackmix.bsky.social,representative_diversification,8.0,0.003
snellkelvin.bsky.social,engagement,1.0,0.0
snellkelvin.bsky.social,engagement,2.0,0.0
snellkelvin.bsky.social,engagement,3.0,0.073
snellkelvin.bsky.social,engagement,4.0,0.491
snellkelvin.bsky.social,engagement,5.0,0.5
snellkelvin.bsky.social,engagement,6.0,0.5
snellkelvin.bsky.social,engagement,7.0,0.5
snellkelvin.bsky.social,engagement,8.0,0.422
snowelvis5.bsky.social,representative_diversification,1.0,0.0
snowelvis5.bsky.social,representative_diversification,2.0,0.0
snowelvis5.bsky.social,representative_diversification,3.0,0.034
snowelvis5.bsky.social,representative_diversification,4.0,0.183
snowelvis5.bsky.social,representative_diversification,5.0,0.169
snowelvis5.bsky.social,representative_diversification,6.0,0.173
snowelvis5.bsky.social,representative_diversification,7.0,0.206
snowelvis5.bsky.social,representative_diversification,8.0,0.202
sofiawils.bsky.social,reverse_chronological,1.0,0.193
sofiawils.bsky.social,reverse_chronological,2.0,0.033
sofiawils.bsky.social,reverse_chronological,3.0,0.205
sofiawils.bsky.social,reverse_chronological,4.0,0.491
sofiawils.bsky.social,reverse_chronological,5.0,0.5
sofiawils.bsky.social,reverse_chronological,6.0,0.5
sofiawils.bsky.social,reverse_chronological,7.0,0.485
sofiawils.bsky.social,reverse_chronological,8.0,0.486
sofileo.bsky.social,reverse_chronological,1.0,0.0
sofileo.bsky.social,reverse_chronological,2.0,0.02
sofileo.bsky.social,reverse_chronological,3.0,0.006
sofileo.bsky.social,reverse_chronological,4.0,0.065
sofileo.bsky.social,reverse_chronological,5.0,0.062
sofileo.bsky.social,reverse_chronological,6.0,0.05
sofileo.bsky.social,reverse_chronological,7.0,0.085
sofileo.bsky.social,reverse_chronological,8.0,0.051
sollywright.bsky.social,reverse_chronological,1.0,0.0
sollywright.bsky.social,reverse_chronological,2.0,0.0
sollywright.bsky.social,reverse_chronological,3.0,0.0
sollywright.bsky.social,reverse_chronological,4.0,0.132
sollywright.bsky.social,reverse_chronological,5.0,0.193
sollywright.bsky.social,reverse_chronological,6.0,0.204
sollywright.bsky.social,reverse_chronological,7.0,0.24
sollywright.bsky.social,reverse_chronological,8.0,0.29
sombercloud.bsky.social,representative_diversification,1.0,0.0
sombercloud.bsky.social,representative_diversification,2.0,0.006
sombercloud.bsky.social,representative_diversification,3.0,0.092
sombercloud.bsky.social,representative_diversification,4.0,0.491
sombercloud.bsky.social,representative_diversification,5.0,0.5
sombercloud.bsky.social,representative_diversification,6.0,0.5
sombercloud.bsky.social,representative_diversification,7.0,0.5
sombercloud.bsky.social,representative_diversification,8.0,0.421
someguynamedmax.bsky.social,representative_diversification,1.0,0.0
someguynamedmax.bsky.social,representative_diversification,2.0,0.0
someguynamedmax.bsky.social,representative_diversification,3.0,0.01
someguynamedmax.bsky.social,representative_diversification,4.0,0.197
someguynamedmax.bsky.social,representative_diversification,5.0,0.5
someguynamedmax.bsky.social,representative_diversification,6.0,0.5
someguynamedmax.bsky.social,representative_diversification,7.0,0.5
someguynamedmax.bsky.social,representative_diversification,8.0,0.491
sonkin10.bsky.social,reverse_chronological,1.0,0.0
sonkin10.bsky.social,reverse_chronological,2.0,0.0
sonkin10.bsky.social,reverse_chronological,3.0,0.077
sonkin10.bsky.social,reverse_chronological,4.0,0.434
sonkin10.bsky.social,reverse_chronological,5.0,0.477
sonkin10.bsky.social,reverse_chronological,6.0,0.46
sonkin10.bsky.social,reverse_chronological,7.0,0.481
sonkin10.bsky.social,reverse_chronological,8.0,0.428
sophia234.bsky.social,engagement,1.0,0.0
sophia234.bsky.social,engagement,2.0,0.0
sophia234.bsky.social,engagement,3.0,0.0
sophia234.bsky.social,engagement,4.0,0.006
sophia234.bsky.social,engagement,5.0,0.245
sophia234.bsky.social,engagement,6.0,0.302
sophia234.bsky.social,engagement,7.0,0.318
sophia234.bsky.social,engagement,8.0,0.432
sophianyx.bsky.social,reverse_chronological,1.0,0.242
sophianyx.bsky.social,reverse_chronological,2.0,0.302
sophianyx.bsky.social,reverse_chronological,3.0,0.247
sophianyx.bsky.social,reverse_chronological,4.0,0.5
sophianyx.bsky.social,reverse_chronological,5.0,0.5
sophianyx.bsky.social,reverse_chronological,6.0,0.5
sophianyx.bsky.social,reverse_chronological,7.0,0.5
sophianyx.bsky.social,reverse_chronological,8.0,0.5
sophie54.bsky.social,reverse_chronological,1.0,0.0
sophie54.bsky.social,reverse_chronological,2.0,0.0
sophie54.bsky.social,reverse_chronological,3.0,0.0
sophie54.bsky.social,reverse_chronological,4.0,0.012
sophie54.bsky.social,reverse_chronological,5.0,0.018
sophie54.bsky.social,reverse_chronological,6.0,0.019
sophie54.bsky.social,reverse_chronological,7.0,0.024
sophie54.bsky.social,reverse_chronological,8.0,0.014
sophiesss.bsky.social,representative_diversification,1.0,0.0
sophiesss.bsky.social,representative_diversification,2.0,0.0
sophiesss.bsky.social,representative_diversification,3.0,0.04
sophiesss.bsky.social,representative_diversification,4.0,0.361
sophiesss.bsky.social,representative_diversification,5.0,0.354
sophiesss.bsky.social,representative_diversification,6.0,0.424
sophiesss.bsky.social,representative_diversification,7.0,0.442
sophiesss.bsky.social,representative_diversification,8.0,0.405
sophyie.bsky.social,reverse_chronological,1.0,0.0
sophyie.bsky.social,reverse_chronological,2.0,0.0
sophyie.bsky.social,reverse_chronological,3.0,0.053
sophyie.bsky.social,reverse_chronological,4.0,0.315
sophyie.bsky.social,reverse_chronological,5.0,0.254
sophyie.bsky.social,reverse_chronological,6.0,0.292
sophyie.bsky.social,reverse_chronological,7.0,0.37
sophyie.bsky.social,reverse_chronological,8.0,0.343
soundwave187.bsky.social,engagement,1.0,0.067
soundwave187.bsky.social,engagement,2.0,0.063
soundwave187.bsky.social,engagement,3.0,0.136
soundwave187.bsky.social,engagement,4.0,0.494
soundwave187.bsky.social,engagement,5.0,0.5
soundwave187.bsky.social,engagement,6.0,0.5
soundwave187.bsky.social,engagement,7.0,0.5
soundwave187.bsky.social,engagement,8.0,0.5
spacejam69.bsky.social,engagement,1.0,0.0
spacejam69.bsky.social,engagement,2.0,0.0
spacejam69.bsky.social,engagement,3.0,0.0
spacejam69.bsky.social,engagement,4.0,0.006
spacejam69.bsky.social,engagement,5.0,0.0
spacejam69.bsky.social,engagement,6.0,0.0
spacejam69.bsky.social,engagement,7.0,0.001
spacejam69.bsky.social,engagement,8.0,0.003
sparkmetwice.bsky.social,representative_diversification,1.0,0.037
sparkmetwice.bsky.social,representative_diversification,2.0,0.0
sparkmetwice.bsky.social,representative_diversification,3.0,0.168
sparkmetwice.bsky.social,representative_diversification,4.0,0.319
sparkmetwice.bsky.social,representative_diversification,5.0,0.5
sparkmetwice.bsky.social,representative_diversification,6.0,0.5
sparkmetwice.bsky.social,representative_diversification,7.0,0.5
sparkmetwice.bsky.social,representative_diversification,8.0,0.481
speakertomanagers.bsky.social,engagement,1.0,0.009
speakertomanagers.bsky.social,engagement,2.0,0.013
speakertomanagers.bsky.social,engagement,3.0,0.1
speakertomanagers.bsky.social,engagement,4.0,0.491
speakertomanagers.bsky.social,engagement,5.0,0.5
speakertomanagers.bsky.social,engagement,6.0,0.5
speakertomanagers.bsky.social,engagement,7.0,0.5
speakertomanagers.bsky.social,engagement,8.0,0.474
specialray271.bsky.social,representative_diversification,1.0,0.0
specialray271.bsky.social,representative_diversification,2.0,0.0
specialray271.bsky.social,representative_diversification,3.0,0.032
specialray271.bsky.social,representative_diversification,4.0,0.185
specialray271.bsky.social,representative_diversification,5.0,0.491
specialray271.bsky.social,representative_diversification,6.0,0.5
specialray271.bsky.social,representative_diversification,7.0,0.5
specialray271.bsky.social,representative_diversification,8.0,0.497
spicyhabibanero.bsky.social,reverse_chronological,1.0,0.0
spicyhabibanero.bsky.social,reverse_chronological,2.0,0.001
spicyhabibanero.bsky.social,reverse_chronological,3.0,0.011
spicyhabibanero.bsky.social,reverse_chronological,4.0,0.004
spicyhabibanero.bsky.social,reverse_chronological,5.0,0.003
spicyhabibanero.bsky.social,reverse_chronological,6.0,0.006
spicyhabibanero.bsky.social,reverse_chronological,7.0,0.003
spicyhabibanero.bsky.social,reverse_chronological,8.0,0.015
spitball.bsky.social,reverse_chronological,1.0,0.014
spitball.bsky.social,reverse_chronological,2.0,0.045
spitball.bsky.social,reverse_chronological,3.0,0.023
spitball.bsky.social,reverse_chronological,4.0,0.245
spitball.bsky.social,reverse_chronological,5.0,0.5
spitball.bsky.social,reverse_chronological,6.0,0.5
spitball.bsky.social,reverse_chronological,7.0,0.5
spitball.bsky.social,reverse_chronological,8.0,0.453
spookyjosey.bsky.social,engagement,1.0,0.0
spookyjosey.bsky.social,engagement,2.0,0.0
spookyjosey.bsky.social,engagement,3.0,0.0
spookyjosey.bsky.social,engagement,4.0,0.005
spookyjosey.bsky.social,engagement,5.0,0.0
spookyjosey.bsky.social,engagement,6.0,0.0
spookyjosey.bsky.social,engagement,7.0,0.119
spookyjosey.bsky.social,engagement,8.0,0.237
spookyseant.bsky.social,engagement,1.0,0.0
spookyseant.bsky.social,engagement,2.0,0.0
spookyseant.bsky.social,engagement,3.0,0.0
spookyseant.bsky.social,engagement,4.0,0.189
spookyseant.bsky.social,engagement,5.0,0.491
spookyseant.bsky.social,engagement,6.0,0.5
spookyseant.bsky.social,engagement,7.0,0.5
spookyseant.bsky.social,engagement,8.0,0.494
sportsguy.bsky.social,representative_diversification,1.0,0.0
sportsguy.bsky.social,representative_diversification,2.0,0.037
sportsguy.bsky.social,representative_diversification,3.0,0.091
sportsguy.bsky.social,representative_diversification,4.0,0.491
sportsguy.bsky.social,representative_diversification,5.0,0.5
sportsguy.bsky.social,representative_diversification,6.0,0.5
sportsguy.bsky.social,representative_diversification,7.0,0.5
sportsguy.bsky.social,representative_diversification,8.0,0.475
spritecell.bsky.social,reverse_chronological,1.0,
spritecell.bsky.social,reverse_chronological,2.0,0.05
spritecell.bsky.social,reverse_chronological,3.0,0.155
spritecell.bsky.social,reverse_chronological,4.0,0.493
spritecell.bsky.social,reverse_chronological,5.0,0.5
spritecell.bsky.social,reverse_chronological,6.0,0.5
spritecell.bsky.social,reverse_chronological,7.0,0.5
spritecell.bsky.social,reverse_chronological,8.0,0.48
sscaide.bsky.social,representative_diversification,1.0,0.018
sscaide.bsky.social,representative_diversification,2.0,0.0
sscaide.bsky.social,representative_diversification,3.0,0.097
sscaide.bsky.social,representative_diversification,4.0,0.488
sscaide.bsky.social,representative_diversification,5.0,0.483
sscaide.bsky.social,representative_diversification,6.0,0.49
sscaide.bsky.social,representative_diversification,7.0,0.5
sscaide.bsky.social,representative_diversification,8.0,0.463
stacyjol.bsky.social,engagement,1.0,
stacyjol.bsky.social,engagement,2.0,0.0
stacyjol.bsky.social,engagement,3.0,0.0
stacyjol.bsky.social,engagement,4.0,0.006
stacyjol.bsky.social,engagement,5.0,0.0
stacyjol.bsky.social,engagement,6.0,0.0
stacyjol.bsky.social,engagement,7.0,0.001
stacyjol.bsky.social,engagement,8.0,0.003
starlite413.bsky.social,reverse_chronological,1.0,0.012
starlite413.bsky.social,reverse_chronological,2.0,0.0
starlite413.bsky.social,reverse_chronological,3.0,0.011
starlite413.bsky.social,reverse_chronological,4.0,0.065
starlite413.bsky.social,reverse_chronological,5.0,0.06
starlite413.bsky.social,reverse_chronological,6.0,0.06
starlite413.bsky.social,reverse_chronological,7.0,0.083
starlite413.bsky.social,reverse_chronological,8.0,0.084
starofmoose.bsky.social,engagement,1.0,0.0
starofmoose.bsky.social,engagement,2.0,0.009
starofmoose.bsky.social,engagement,3.0,0.021
starofmoose.bsky.social,engagement,4.0,0.0
starofmoose.bsky.social,engagement,5.0,0.008
starofmoose.bsky.social,engagement,6.0,0.004
starofmoose.bsky.social,engagement,7.0,0.006
starofmoose.bsky.social,engagement,8.0,0.018
starwee2.bsky.social,reverse_chronological,1.0,0.0
starwee2.bsky.social,reverse_chronological,2.0,0.0
starwee2.bsky.social,reverse_chronological,3.0,0.091
starwee2.bsky.social,reverse_chronological,4.0,0.491
starwee2.bsky.social,reverse_chronological,5.0,0.494
starwee2.bsky.social,reverse_chronological,6.0,0.498
starwee2.bsky.social,reverse_chronological,7.0,0.5
starwee2.bsky.social,reverse_chronological,8.0,0.44
stasia83.bsky.social,engagement,1.0,0.007
stasia83.bsky.social,engagement,2.0,0.039
stasia83.bsky.social,engagement,3.0,0.194
stasia83.bsky.social,engagement,4.0,0.187
stasia83.bsky.social,engagement,5.0,0.203
stasia83.bsky.social,engagement,6.0,0.243
stasia83.bsky.social,engagement,7.0,0.25
stasia83.bsky.social,engagement,8.0,0.235
steeler7.bsky.social,representative_diversification,1.0,0.0
steeler7.bsky.social,representative_diversification,2.0,0.0
steeler7.bsky.social,representative_diversification,3.0,0.0
steeler7.bsky.social,representative_diversification,4.0,0.013
steeler7.bsky.social,representative_diversification,5.0,0.007
steeler7.bsky.social,representative_diversification,6.0,0.001
steeler7.bsky.social,representative_diversification,7.0,0.004
steeler7.bsky.social,representative_diversification,8.0,0.015
steerdisplaced.bsky.social,representative_diversification,1.0,0.0
steerdisplaced.bsky.social,representative_diversification,2.0,0.0
steerdisplaced.bsky.social,representative_diversification,3.0,0.091
steerdisplaced.bsky.social,representative_diversification,4.0,0.491
steerdisplaced.bsky.social,representative_diversification,5.0,0.5
steerdisplaced.bsky.social,representative_diversification,6.0,0.5
steerdisplaced.bsky.social,representative_diversification,7.0,0.5
steerdisplaced.bsky.social,representative_diversification,8.0,0.468
stepe.bsky.social,engagement,1.0,0.0
stepe.bsky.social,engagement,2.0,0.006
stepe.bsky.social,engagement,3.0,0.039
stepe.bsky.social,engagement,4.0,0.221
stepe.bsky.social,engagement,5.0,0.21
stepe.bsky.social,engagement,6.0,0.231
stepe.bsky.social,engagement,7.0,0.271
stepe.bsky.social,engagement,8.0,0.232
stephen499.bsky.social,reverse_chronological,1.0,0.0
stephen499.bsky.social,reverse_chronological,2.0,0.006
stephen499.bsky.social,reverse_chronological,3.0,0.04
stephen499.bsky.social,reverse_chronological,4.0,0.041
stephen499.bsky.social,reverse_chronological,5.0,0.077
stephen499.bsky.social,reverse_chronological,6.0,0.14
stephen499.bsky.social,reverse_chronological,7.0,0.162
stephen499.bsky.social,reverse_chronological,8.0,0.233
stephen773.bsky.social,engagement,1.0,0.0
stephen773.bsky.social,engagement,2.0,0.0
stephen773.bsky.social,engagement,3.0,0.002
stephen773.bsky.social,engagement,4.0,0.006
stephen773.bsky.social,engagement,5.0,0.0
stephen773.bsky.social,engagement,6.0,0.003
stephen773.bsky.social,engagement,7.0,0.026
stephen773.bsky.social,engagement,8.0,0.055
stevekweku.bsky.social,representative_diversification,1.0,0.0
stevekweku.bsky.social,representative_diversification,2.0,0.0
stevekweku.bsky.social,representative_diversification,3.0,0.003
stevekweku.bsky.social,representative_diversification,4.0,0.0
stevekweku.bsky.social,representative_diversification,5.0,0.0
stevekweku.bsky.social,representative_diversification,6.0,0.001
stevekweku.bsky.social,representative_diversification,7.0,0.003
stevekweku.bsky.social,representative_diversification,8.0,0.013
steven4judah.bsky.social,reverse_chronological,1.0,0.026
steven4judah.bsky.social,reverse_chronological,2.0,0.018
steven4judah.bsky.social,reverse_chronological,3.0,0.0
steven4judah.bsky.social,reverse_chronological,4.0,0.217
steven4judah.bsky.social,reverse_chronological,5.0,0.29
steven4judah.bsky.social,reverse_chronological,6.0,0.248
steven4judah.bsky.social,reverse_chronological,7.0,0.282
steven4judah.bsky.social,reverse_chronological,8.0,0.411
steven6346.bsky.social,engagement,1.0,0.053
steven6346.bsky.social,engagement,2.0,0.058
steven6346.bsky.social,engagement,3.0,0.238
steven6346.bsky.social,engagement,4.0,0.23
steven6346.bsky.social,engagement,5.0,0.232
steven6346.bsky.social,engagement,6.0,0.197
steven6346.bsky.social,engagement,7.0,0.289
steven6346.bsky.social,engagement,8.0,0.339
stevevolution.bsky.social,representative_diversification,1.0,0.081
stevevolution.bsky.social,representative_diversification,2.0,0.017
stevevolution.bsky.social,representative_diversification,3.0,0.089
stevevolution.bsky.social,representative_diversification,4.0,0.088
stevevolution.bsky.social,representative_diversification,5.0,0.096
stevevolution.bsky.social,representative_diversification,6.0,0.145
stevevolution.bsky.social,representative_diversification,7.0,0.298
stevevolution.bsky.social,representative_diversification,8.0,0.256
stevwills.bsky.social,reverse_chronological,1.0,0.018
stevwills.bsky.social,reverse_chronological,2.0,0.02
stevwills.bsky.social,reverse_chronological,3.0,0.03
stevwills.bsky.social,reverse_chronological,4.0,0.132
stevwills.bsky.social,reverse_chronological,5.0,0.161
stevwills.bsky.social,reverse_chronological,6.0,0.27
stevwills.bsky.social,reverse_chronological,7.0,0.385
stevwills.bsky.social,reverse_chronological,8.0,0.375
stone13.bsky.social,reverse_chronological,1.0,0.0
stone13.bsky.social,reverse_chronological,2.0,0.033
stone13.bsky.social,reverse_chronological,3.0,0.039
stone13.bsky.social,reverse_chronological,4.0,0.223
stone13.bsky.social,reverse_chronological,5.0,0.224
stone13.bsky.social,reverse_chronological,6.0,0.197
stone13.bsky.social,reverse_chronological,7.0,0.218
stone13.bsky.social,reverse_chronological,8.0,0.184
stonezy.bsky.social,representative_diversification,1.0,0.0
stonezy.bsky.social,representative_diversification,2.0,0.005
stonezy.bsky.social,representative_diversification,3.0,0.025
stonezy.bsky.social,representative_diversification,4.0,0.104
stonezy.bsky.social,representative_diversification,5.0,0.096
stonezy.bsky.social,representative_diversification,6.0,0.084
stonezy.bsky.social,representative_diversification,7.0,0.103
stonezy.bsky.social,representative_diversification,8.0,0.156
strangebird.bsky.social,reverse_chronological,1.0,0.0
strangebird.bsky.social,reverse_chronological,2.0,0.0
strangebird.bsky.social,reverse_chronological,3.0,0.004
strangebird.bsky.social,reverse_chronological,4.0,0.0
strangebird.bsky.social,reverse_chronological,5.0,0.0
strangebird.bsky.social,reverse_chronological,6.0,0.004
strangebird.bsky.social,reverse_chronological,7.0,0.003
strangebird.bsky.social,reverse_chronological,8.0,0.015
streetsandsam.bsky.social,representative_diversification,1.0,0.0
streetsandsam.bsky.social,representative_diversification,2.0,0.0
streetsandsam.bsky.social,representative_diversification,3.0,0.0
streetsandsam.bsky.social,representative_diversification,4.0,0.061
streetsandsam.bsky.social,representative_diversification,5.0,0.195
streetsandsam.bsky.social,representative_diversification,6.0,0.203
streetsandsam.bsky.social,representative_diversification,7.0,0.258
streetsandsam.bsky.social,representative_diversification,8.0,0.394
stuart890.bsky.social,engagement,1.0,0.128
stuart890.bsky.social,engagement,2.0,0.0
stuart890.bsky.social,engagement,3.0,0.0
stuart890.bsky.social,engagement,4.0,0.313
stuart890.bsky.social,engagement,5.0,0.5
stuart890.bsky.social,engagement,6.0,0.5
stuart890.bsky.social,engagement,7.0,0.5
stuart890.bsky.social,engagement,8.0,0.481
sturridgebay.bsky.social,engagement,1.0,0.24
sturridgebay.bsky.social,engagement,2.0,0.213
sturridgebay.bsky.social,engagement,3.0,0.386
sturridgebay.bsky.social,engagement,4.0,0.5
sturridgebay.bsky.social,engagement,5.0,0.5
sturridgebay.bsky.social,engagement,6.0,0.5
sturridgebay.bsky.social,engagement,7.0,0.484
sturridgebay.bsky.social,engagement,8.0,0.5
stussejoseph2.bsky.social,representative_diversification,1.0,0.0
stussejoseph2.bsky.social,representative_diversification,2.0,0.099
stussejoseph2.bsky.social,representative_diversification,3.0,0.469
stussejoseph2.bsky.social,representative_diversification,4.0,0.45
stussejoseph2.bsky.social,representative_diversification,5.0,0.439
stussejoseph2.bsky.social,representative_diversification,6.0,0.457
stussejoseph2.bsky.social,representative_diversification,7.0,0.427
stussejoseph2.bsky.social,representative_diversification,8.0,0.305
successolaniyi.bsky.social,reverse_chronological,1.0,0.0
successolaniyi.bsky.social,reverse_chronological,2.0,0.0
successolaniyi.bsky.social,reverse_chronological,3.0,0.006
successolaniyi.bsky.social,reverse_chronological,4.0,0.0
successolaniyi.bsky.social,reverse_chronological,5.0,0.0
successolaniyi.bsky.social,reverse_chronological,6.0,0.006
successolaniyi.bsky.social,reverse_chronological,7.0,0.003
successolaniyi.bsky.social,reverse_chronological,8.0,0.015
successolaniyi0912.bsky.social,engagement,1.0,0.0
successolaniyi0912.bsky.social,engagement,2.0,0.0
successolaniyi0912.bsky.social,engagement,3.0,0.006
successolaniyi0912.bsky.social,engagement,4.0,0.0
successolaniyi0912.bsky.social,engagement,5.0,0.0
successolaniyi0912.bsky.social,engagement,6.0,0.001
successolaniyi0912.bsky.social,engagement,7.0,0.003
successolaniyi0912.bsky.social,engagement,8.0,0.013
suigon.bsky.social,reverse_chronological,1.0,
suigon.bsky.social,reverse_chronological,2.0,0.008
suigon.bsky.social,reverse_chronological,3.0,0.115
suigon.bsky.social,reverse_chronological,4.0,0.5
suigon.bsky.social,reverse_chronological,5.0,0.489
suigon.bsky.social,reverse_chronological,6.0,0.45
suigon.bsky.social,reverse_chronological,7.0,0.495
suigon.bsky.social,reverse_chronological,8.0,0.433
sum1happy.bsky.social,representative_diversification,1.0,0.0
sum1happy.bsky.social,representative_diversification,2.0,0.0
sum1happy.bsky.social,representative_diversification,3.0,0.0
sum1happy.bsky.social,representative_diversification,4.0,0.021
sum1happy.bsky.social,representative_diversification,5.0,0.031
sum1happy.bsky.social,representative_diversification,6.0,0.05
sum1happy.bsky.social,representative_diversification,7.0,0.045
sum1happy.bsky.social,representative_diversification,8.0,0.076
summeralicia.bsky.social,engagement,1.0,0.0
summeralicia.bsky.social,engagement,2.0,0.027
summeralicia.bsky.social,engagement,3.0,0.063
summeralicia.bsky.social,engagement,4.0,0.221
summeralicia.bsky.social,engagement,5.0,0.247
summeralicia.bsky.social,engagement,6.0,0.267
summeralicia.bsky.social,engagement,7.0,0.324
summeralicia.bsky.social,engagement,8.0,0.256
summersroxane.bsky.social,engagement,1.0,0.0
summersroxane.bsky.social,engagement,2.0,0.0
summersroxane.bsky.social,engagement,3.0,0.047
summersroxane.bsky.social,engagement,4.0,0.343
summersroxane.bsky.social,engagement,5.0,0.326
summersroxane.bsky.social,engagement,6.0,0.36
summersroxane.bsky.social,engagement,7.0,0.427
summersroxane.bsky.social,engagement,8.0,0.347
sunflowerjoy.bsky.social,representative_diversification,1.0,
sunflowerjoy.bsky.social,representative_diversification,2.0,
sunflowerjoy.bsky.social,representative_diversification,3.0,0.027
sunflowerjoy.bsky.social,representative_diversification,4.0,0.061
sunflowerjoy.bsky.social,representative_diversification,5.0,0.167
sunflowerjoy.bsky.social,representative_diversification,6.0,0.171
sunflowerjoy.bsky.social,representative_diversification,7.0,0.172
sunflowerjoy.bsky.social,representative_diversification,8.0,0.206
superh.bsky.social,engagement,1.0,
superh.bsky.social,engagement,2.0,0.0
superh.bsky.social,engagement,3.0,0.0
superh.bsky.social,engagement,4.0,0.0
superh.bsky.social,engagement,5.0,0.003
superh.bsky.social,engagement,6.0,0.0
superh.bsky.social,engagement,7.0,0.001
superh.bsky.social,engagement,8.0,0.003
susan1028.bsky.social,reverse_chronological,1.0,0.0
susan1028.bsky.social,reverse_chronological,2.0,0.033
susan1028.bsky.social,reverse_chronological,3.0,0.171
susan1028.bsky.social,reverse_chronological,4.0,0.156
susan1028.bsky.social,reverse_chronological,5.0,0.17
susan1028.bsky.social,reverse_chronological,6.0,0.22
susan1028.bsky.social,reverse_chronological,7.0,0.231
susan1028.bsky.social,reverse_chronological,8.0,0.274
susan20.bsky.social,engagement,1.0,0.186
susan20.bsky.social,engagement,2.0,0.043
susan20.bsky.social,engagement,3.0,0.331
susan20.bsky.social,engagement,4.0,0.5
susan20.bsky.social,engagement,5.0,0.5
susan20.bsky.social,engagement,6.0,0.5
susan20.bsky.social,engagement,7.0,0.476
susan20.bsky.social,engagement,8.0,0.418
susanjos.bsky.social,representative_diversification,1.0,0.0
susanjos.bsky.social,representative_diversification,2.0,0.0
